url,chunk_number,content
https://successportal.collegec.on.ca/students/Resources/Topic/150,0,"Search Resources My saved items [LINK: /students/bookmarks?entityTypes=faq&entityTypes=infopage&entityTypes=document&entityTypes=video&entityTypes=link] Keywords Search Resources Relevance Newest Title Student Success Colouring Book [LINK: /students/docs/detail/310?filename=Student-Success-Colouring-Book_DIGITAL.pdf] Colouring book Save Creative Industries Resume, Chronological Style [LINK: /students/docs/detail/309?filename=Graphic-Design-Resume.pdf] A strong resume is key to landing interviews. This chronological style resume for a student or new grad seeking employment in the creative industries is an example of how to present skills and experience with confidence and clarity. Save Student Success Services [LINK: /students/infoPages/detail/34/student-success-services] Overview of all Student Success Services Save Discontinuance and Reapplying [LINK: /students/infoPages/detail/53/discontinuance-and-reapplying] definition of discontinuance and reapplying Save"
https://successportal.collegec.on.ca/students/Resources/Topic/150,1,"definition of discontinuance and reapplying Save Who is the Placement Officer/Contact for my program? [LINK: /students/infoPages/detail/24/who-is-placement-officer-conta] Alphabetical list of programs with assigned Placement Officer Save Health & Life Sciences Resume, Chronological Style, Sample #1 [LINK: /students/docs/detail/308?filename=PSW-Resume.pdf] A strong resume is key to landing interviews. This chronological style resume for a student or new graduate seeking employment in the health and life sciences sector is an example of how to present skills and experience with confidence and clarity. Save WIL Nurse Support Program Contacts [LINK: /students/infoPages/detail/27/wil-nurse-support-program-cont] WIL Nurse Support Program Contacts Save Part-Time Job Resume Sample [LINK: /students/docs/detail/67?filename=Part-Time-Resume-Sample-Aug23.pdf] A sample resume appropriate for a student seeking part-time employment. For more resume examples, visit our ‘Resume Samples’ topic area."
https://successportal.collegec.on.ca/students/Resources/Topic/150,2,"A sample resume appropriate for a student seeking part-time employment. For more resume examples, visit our ‘Resume Samples’ topic area. Save Chronological Resume Sample [LINK: /students/docs/detail/70?filename=Chronological-Sample-Resume-July23-%281%29.pdf] A sample resume using the chronological resume format. For more resume examples, visit our ‘Resume Samples’ topic area. Save How to create a resume on VMock (overview) [LINK: /students/videos/detail/35/how-to-create-resume-on-vmock-] Learn how to use templates found on VMock to create a resume. Save 1 2 3 4 5 6 7 8 9 10 Show 10 Show 20 Show 30 Show 50 Show 100 Show All (428) Saved Feedback Filter by Topics Must be in all topics Academic Accommodation Academic Standing Active Studying Admission advising Airport Algebra Apprenticeships Banking Calculator Calculus Career Career Assessment Career Pathways Career Planning Circuits co-op co-op work permit common errors Communications convert Courses Cover Letter Data Analysis Decimals"
https://successportal.collegec.on.ca/students/Resources/Topic/150,3,"Data Analysis Decimals derivatives Determinants Differential Equations differentiation domain and range Drivers Licence Educational Planning Electrical Theory ELEVATORPITCH Equity, Diversity and Inclusion Exponents FAQ Fractions Functions Geometry Getting Organized Grades Graduate Job Search Group Work Growth Mindset Health Care Help Housing HS Trax HSTrax Hypothesis Testing Identification immigration Instructional Plan Integrals Integrations international international registration portal International Student International student advising Interview IRCC Job Fair Job Search limits Linear Algebra LinkedIn Logarithms Long Division Math Anxiety Math Basics Math Content Math Success Math Technology Math Terminology matrices Mental Health Mobile Phone Services Networking Note-taking Online Learning Order of Operations Percent PGWP eligibility Photo ID Placement Planner police check Portfolio post-graduation work permit Probability program program length Reading Skills Registration"
https://successportal.collegec.on.ca/students/Resources/Topic/150,4,Reading Skills Registration resource Resume Resources Resume Samples Roots Safe Arrival and Quarantine Services Settlement significant digits SIN Social Insurance Number SSA Resources Statistics Student Job Search student success Study Permit Study Skills systems of equations Task Breakdown Tech Test-Taking Time Management Trades Math Transition Transition support Transportation Trig Identities Trigonometry Tuition & Fees Understanding Outcomes upload Vectors VMock Volunteering WIL WIL requirements Word Problems work eligibility Work Integrated Learning work permit × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/docs/detail/179/it-related-job-boards,0,"IT Related Job Boards Save Send Feedback Add experience [LINK: /students/experiences/add/from/document/4113449] Whether you’re a student seeking a co-op job, part-time work, an internship, or a full-time position, this tip sheet provides some suggested job boards for IT related jobs. Visit Document [LINK: /students/docs/GoTo/179] Featured Document How to Prioritize [LINK: /students/docs/detail/232/how-to-prioritize] Explore the 2 methods of how to prioritize and manage your time. Related Topics Career [LINK: /students/Resources/Topic/2] Job Search [LINK: /students/Resources/Topic/22] co-op [LINK: /students/Resources/Topic/106] Primary Skills Career & Self Development [LINK: /students/skills/providers?skillIds=3] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/Resources/Topic/151,0,"Search Resources My saved items [LINK: /students/bookmarks?entityTypes=faq&entityTypes=infopage&entityTypes=document&entityTypes=video&entityTypes=link] Keywords Search Resources Relevance Newest Title Student Success Colouring Book [LINK: /students/docs/detail/310?filename=Student-Success-Colouring-Book_DIGITAL.pdf] Colouring book Save Creative Industries Resume, Chronological Style [LINK: /students/docs/detail/309?filename=Graphic-Design-Resume.pdf] A strong resume is key to landing interviews. This chronological style resume for a student or new grad seeking employment in the creative industries is an example of how to present skills and experience with confidence and clarity. Save Student Success Services [LINK: /students/infoPages/detail/34/student-success-services] Overview of all Student Success Services Save Discontinuance and Reapplying [LINK: /students/infoPages/detail/53/discontinuance-and-reapplying] definition of discontinuance and reapplying Save"
https://successportal.collegec.on.ca/students/Resources/Topic/151,1,"definition of discontinuance and reapplying Save Who is the Placement Officer/Contact for my program? [LINK: /students/infoPages/detail/24/who-is-placement-officer-conta] Alphabetical list of programs with assigned Placement Officer Save Health & Life Sciences Resume, Chronological Style, Sample #1 [LINK: /students/docs/detail/308?filename=PSW-Resume.pdf] A strong resume is key to landing interviews. This chronological style resume for a student or new graduate seeking employment in the health and life sciences sector is an example of how to present skills and experience with confidence and clarity. Save WIL Nurse Support Program Contacts [LINK: /students/infoPages/detail/27/wil-nurse-support-program-cont] WIL Nurse Support Program Contacts Save Part-Time Job Resume Sample [LINK: /students/docs/detail/67?filename=Part-Time-Resume-Sample-Aug23.pdf] A sample resume appropriate for a student seeking part-time employment. For more resume examples, visit our ‘Resume Samples’ topic area."
https://successportal.collegec.on.ca/students/Resources/Topic/151,2,"A sample resume appropriate for a student seeking part-time employment. For more resume examples, visit our ‘Resume Samples’ topic area. Save Chronological Resume Sample [LINK: /students/docs/detail/70?filename=Chronological-Sample-Resume-July23-%281%29.pdf] A sample resume using the chronological resume format. For more resume examples, visit our ‘Resume Samples’ topic area. Save How to create a resume on VMock (overview) [LINK: /students/videos/detail/35/how-to-create-resume-on-vmock-] Learn how to use templates found on VMock to create a resume. Save 1 2 3 4 5 6 7 8 9 10 Show 10 Show 20 Show 30 Show 50 Show 100 Show All (428) Saved Feedback Filter by Topics Must be in all topics Academic Accommodation Academic Standing Active Studying Admission advising Airport Algebra Apprenticeships Banking Calculator Calculus Career Career Assessment Career Pathways Career Planning Circuits co-op co-op work permit common errors Communications convert Courses Cover Letter Data Analysis Decimals"
https://successportal.collegec.on.ca/students/Resources/Topic/151,3,"Data Analysis Decimals derivatives Determinants Differential Equations differentiation domain and range Drivers Licence Educational Planning Electrical Theory ELEVATORPITCH Equity, Diversity and Inclusion Exponents FAQ Fractions Functions Geometry Getting Organized Grades Graduate Job Search Group Work Growth Mindset Health Care Help Housing HS Trax HSTrax Hypothesis Testing Identification immigration Instructional Plan Integrals Integrations international international registration portal International Student International student advising Interview IRCC Job Fair Job Search limits Linear Algebra LinkedIn Logarithms Long Division Math Anxiety Math Basics Math Content Math Success Math Technology Math Terminology matrices Mental Health Mobile Phone Services Networking Note-taking Online Learning Order of Operations Percent PGWP eligibility Photo ID Placement Planner police check Portfolio post-graduation work permit Probability program program length Reading Skills Registration"
https://successportal.collegec.on.ca/students/Resources/Topic/151,4,Reading Skills Registration resource Resume Resources Resume Samples Roots Safe Arrival and Quarantine Services Settlement significant digits SIN Social Insurance Number SSA Resources Statistics Student Job Search student success Study Permit Study Skills systems of equations Task Breakdown Tech Test-Taking Time Management Trades Math Transition Transition support Transportation Trig Identities Trigonometry Tuition & Fees Understanding Outcomes upload Vectors VMock Volunteering WIL WIL requirements Word Problems work eligibility Work Integrated Learning work permit × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/Links/detail/36/differential-calculus-mini-qui,0,Differential Calculus Mini Quizzes and Lessons Save Send Feedback Add experience [LINK: /students/experiences/add/from/link/1467767] https://www.mathmatize.com/c/113 [LINK: /students/links/GoTo/36] Differential Calculus mini quizzes and lessons with MathMatize. Select the blue “skip and start learning” bubble under “Create a new account” to get started. Featured Document Understanding the Job Posting [LINK: /students/docs/detail/43/understanding-job-posting] How to carefully review a job posting to assess the responsibilities and qualifications associated with the position to assess your fit and customize your application. Related Topics Math Content [LINK: /students/Resources/Topic/45] Calculus [LINK: /students/Resources/Topic/61] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/Links/detail/27/type-1-and-type-2-errors,0,Type 1 and Type 2 Errors Save Send Feedback Add experience [LINK: /students/experiences/add/from/link/1467745] https://blog.minitab.com/en/understanding-statistics/which-statistical-error-is-worse-type-1-or-type-2 [LINK: /students/links/GoTo/27] Distinguish between type 1 and type 2 errors in hypothesis testing. Featured Document How to Organize Your Notes [LINK: /students/docs/detail/248/how-to-organize-your-notes] Learn how to organize your notes to be effective Related Topics Math Content [LINK: /students/Resources/Topic/45] Statistics [LINK: /students/Resources/Topic/58] Hypothesis Testing [LINK: /students/Resources/Topic/59] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/docs/detail/304/community-services-resume-chro,0,"Community Services Resume, Chronological Style Save Send Feedback A strong resume is key to landing interviews. This chronological style resume for a student or new graduate seeking employment within community services is an example of how to present skills and experience with confidence and clarity. Visit Document [LINK: /students/docs/GoTo/304] Featured Document 10 Math Success Strategies [LINK: /students/docs/detail/90/10-math-success-strategies] Follow these 10 strategies to get started on a successful journey to learning math. Related Topics Resume Samples [LINK: /students/Resources/Topic/170] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/Links/detail/88/digital-skills-toolkit,0,"Digital Skills Toolkit Save Send Feedback https://lib.collegec.on.ca/digital-skills [LINK: /students/links/GoTo/88] Learn to use Zoom, Office 365, video production, and other computer skills Featured FAQ Refunds for Tuition & Fees [LINK: /students/Faqs/detail/76/refunds-for-tuition-and-fees] To request a refund, log onto the Student Portal and complete the ""Request for Refund"" form under the ""Services"" tab. Select the appropriate reason for your request and provide all necessary documentation. You will receive an email notification once your request has been processed. International... Primary Skills Digital Literacy [LINK: /students/skills/providers?skillIds=2] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/Faqs/detail/23/who-can-i-speak-to-for-help-wi,0,"Who can I speak to for help with questions about study permit extensions, co-op work permit, and post-graduation work permit applications? Save Send Feedback Add experience [LINK: /students/experiences/add/from/faq/4060856] International Student Immigration Advisors (ISIA) assist students by providing information and resources related to Immigration, Refugees and Citizenship Canada (IRCC) including study permits, co-op work permits and post-graduation work permit applications. International students are assigned an ISIA based on their program. You can book an appointment with your assigned ISIA on the Student Success Portal. You can find the ISIA associated with your program by using this helpful online tool [LINK: https://forms.office.com/Pages/ResponsePage.aspx?id=OjndTYrpBESEH8S-zdklpVu6V3IGYbRBjOsR_roF2JVURDNPVDZKVllJQzVEVVdTU0NMOURCV1Y2RSQlQCN0PWcu] . ISIAs also provide webinars on a variety of IRCC-related topics. You can find upcoming webinars on the"
https://successportal.collegec.on.ca/students/Faqs/detail/23/who-can-i-speak-to-for-help-wi,1,"ISIAs also provide webinars on a variety of IRCC-related topics. You can find upcoming webinars on the Student Success Portal [LINK: https://successportal.collegec.on.ca/s/student-engagement/events?descending=false&page=1&sortBy=Start&studentSiteId=17&text=International] Featured FAQ Academic Integrity Violation [LINK: /students/Faqs/detail/66/academic-integrity-violation] If you have been accused of an academic integrity violation, it is important to understand the seriousness of this situation. Academic integrity is about doing your schoolwork honestly and fairly. Additionally, you may discuss with your professor to better understand what is considered an academic... Related Topics Study Permit [LINK: /students/Resources/Topic/72] International student advising [LINK: /students/Resources/Topic/73] co-op work permit [LINK: /students/Resources/Topic/75] post-graduation work permit [LINK: /students/Resources/Topic/76] immigration [LINK: /students/Resources/Topic/118]"
https://successportal.collegec.on.ca/students/Faqs/detail/23/who-can-i-speak-to-for-help-wi,2,post-graduation work permit [LINK: /students/Resources/Topic/76] immigration [LINK: /students/Resources/Topic/118] IRCC [LINK: /students/Resources/Topic/119] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/experiences/add/from/infopage/1467795,0,"Add an experience Skills hub [LINK: /students/experiences/skills/sets/summary] My experiences [LINK: /students/experiences] My skills [LINK: /students/experiences/skills] Experience type Select... Title Role (role or position title within the experience) Start date Navigate forward to interact with the calendar and select a date. Press the question mark key to get the keyboard shortcuts for changing dates. Completion date Navigate forward to interact with the calendar and select a date. Press the question mark key to get the keyboard shortcuts for changing dates. Hours involved Calculate hours URL Description None [LINK: #] None [LINK: #] Explore a variety of math resources and practice exercises listed by topic. Providers A provider is a person or organisation related to this experience. Self-provided Add provider Supporting documents (Optional) A resource is a file, link or document relating to your experience. Max file size 4MB per file Add resource"
https://successportal.collegec.on.ca/students/experiences/add/from/infopage/1467795,1,Max file size 4MB per file Add resource Back [LINK: /students/experiences] Add and claim skills
https://successportal.collegec.on.ca/students/videos/detail/22,0,Review: Method of Long Division Save Send Feedback Add experience [LINK: /students/experiences/add/from/video/1467657] Featured Document H.S. Trax Community [LINK: /students/docs/detail/143/h-s-trax-community] H.S. Trax Community Related Topics Math Basics [LINK: /students/Resources/Topic/44] Math Content [LINK: /students/Resources/Topic/45] Long Division [LINK: /students/Resources/Topic/56] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/videos/detail/29,0,Significant Digits Save Send Feedback Add experience [LINK: /students/experiences/add/from/video/1467784] Featured Document ISA Appointment Cancellation Reminder [LINK: /students/docs/detail/134/isa-appointment-cancellation-r] A reminder to students to cancel their appointment with ISA if they are unable to attend. Related Topics Math Content [LINK: /students/Resources/Topic/45] Decimals [LINK: /students/Resources/Topic/47] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/docs/Detail/96,0,Math Words Save Send Feedback Add experience [LINK: /students/experiences/add/from/document/1467783] Key math words to help you decipher words problems. Visit Document [LINK: /students/docs/GoTo/96] Featured Video Understanding VMock feedback [LINK: /students/Videos/detail/37/understanding-vmock-feedback] Learn how to upload a resume and understand the feedback that VMock gives you. Related Topics Math Content [LINK: /students/Resources/Topic/45] Algebra [LINK: /students/Resources/Topic/49] Word Problems [LINK: /students/Resources/Topic/64] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/videos/detail/25,0,Introduction to power in significance tests Save Send Feedback Add experience [LINK: /students/experiences/add/from/video/1467746] Featured Info Page SSA Drop-In [LINK: /students/InfoPages/detail/49/ssa-drop-in] Drop-in options Related Topics Math Content [LINK: /students/Resources/Topic/45] Statistics [LINK: /students/Resources/Topic/58] Hypothesis Testing [LINK: /students/Resources/Topic/59] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/videos/detail/23,0,Normal Distribution Save Send Feedback Add experience [LINK: /students/experiences/add/from/video/1467740] Featured Link Math Services Videos - Probability and Statistics [LINK: /students/Links/detail/76/math-services-videos-probabili] Math videos created by Math Consultants at College College on probability and statistics topics. Related Topics Math Content [LINK: /students/Resources/Topic/45] Probability [LINK: /students/Resources/Topic/53] Statistics [LINK: /students/Resources/Topic/58] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/videos/detail/28,0,Intervals of Validity Save Send Feedback Add experience [LINK: /students/experiences/add/from/video/1467778] Featured Document Semester Plan Template [LINK: /students/docs/detail/244/semester-plan-template] Stay organized this semester using this template. Related Topics Math Content [LINK: /students/Resources/Topic/45] Calculus [LINK: /students/Resources/Topic/61] Differential Equations [LINK: /students/Resources/Topic/62] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/docs/Detail/95,0,"Introduction to differential equations practice Save Send Feedback Add experience [LINK: /students/experiences/add/from/document/1467775] Introduction to differential equations practice: Trig identities, derivatives, integrals, eigenvalues and eigenvectors. Visit Document [LINK: /students/docs/GoTo/95] Featured Document Using Elevator Pitch for Interview Practice [LINK: /students/docs/detail/167/using-elevator-pitch-for-inter] Learn how to use VMock's Elevator Pitch tool to practice answering interview questions. Related Topics Math Content [LINK: /students/Resources/Topic/45] Trigonometry [LINK: /students/Resources/Topic/51] Trig Identities [LINK: /students/Resources/Topic/57] Linear Algebra [LINK: /students/Resources/Topic/60] Calculus [LINK: /students/Resources/Topic/61] Differential Equations [LINK: /students/Resources/Topic/62] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/videos/detail/27,0,Methods of solving linear differential equations Save Send Feedback Add experience [LINK: /students/experiences/add/from/video/1467777] Featured Document Interview Questions: Purpose and Tips [LINK: /students/docs/detail/87/interview-questions-purpose-an] Tips for how to reply to common interview questions. Related Topics Math Content [LINK: /students/Resources/Topic/45] Calculus [LINK: /students/Resources/Topic/61] Differential Equations [LINK: /students/Resources/Topic/62] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/videos/detail/26,0,Solving integrals using trigonometric substitution Save Send Feedback Add experience [LINK: /students/experiences/add/from/video/1467776] Featured Document Chronological Resume Worksheet [LINK: /students/docs/detail/12/chronological-resume-worksheet] A tool to help you develop your resume using a chronological format. Related Topics Math Content [LINK: /students/Resources/Topic/45] Trigonometry [LINK: /students/Resources/Topic/51] Trig Identities [LINK: /students/Resources/Topic/57] Calculus [LINK: /students/Resources/Topic/61] Differential Equations [LINK: /students/Resources/Topic/62] Integrals [LINK: /students/Resources/Topic/63] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/videos/detail/31,0,"Function notation vs multiplication Save Send Feedback Add experience [LINK: /students/experiences/add/from/video/1467788] Featured FAQ Electives (Part-Time) [LINK: /students/Faqs/detail/71/electives-part-time] To enroll in part-time degree electives, visit the Degree Electives Course List. You must register through the Part-time Studies Course Registration Form, which opens on the first day of classes. Submit your form early to secure a spot on your desired course, as availability is limited. There... Related Topics Math Content [LINK: /students/Resources/Topic/45] Trigonometry [LINK: /students/Resources/Topic/51] Logarithms [LINK: /students/Resources/Topic/54] Functions [LINK: /students/Resources/Topic/55] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/videos/detail/30,0,Incorrect canceling Save Send Feedback Add experience [LINK: /students/experiences/add/from/video/1467787] Featured Video Study with spaced practice [LINK: /students/Videos/detail/7/study-with-spaced-practice] This video explores ways to study more effectively and avoid cramming sessions. Related Topics Math Content [LINK: /students/Resources/Topic/45] Fractions [LINK: /students/Resources/Topic/46] Algebra [LINK: /students/Resources/Topic/49] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/docs/detail/262/making-group-contracts,0,Making Group Contracts Save Send Feedback Learn the steps to creating a group contract Visit Document [LINK: /students/docs/GoTo/262] Featured Info Page 16 Days of Activism Against Gender-Based Violence [LINK: /students/InfoPages/detail/35/16-days-of-activism-against-ge] An interactive look at events and actions you can make during the 16 Day campaign. Related Topics Group Work [LINK: /students/Resources/Topic/34] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/Resources/Topic/40,0,"Search Resources My saved items [LINK: /students/bookmarks?entityTypes=faq&entityTypes=infopage&entityTypes=document&entityTypes=video&entityTypes=link] Keywords Search Resources Relevance Newest Title Student Success Colouring Book [LINK: /students/docs/detail/310?filename=Student-Success-Colouring-Book_DIGITAL.pdf] Colouring book Save Creative Industries Resume, Chronological Style [LINK: /students/docs/detail/309?filename=Graphic-Design-Resume.pdf] A strong resume is key to landing interviews. This chronological style resume for a student or new grad seeking employment in the creative industries is an example of how to present skills and experience with confidence and clarity. Save Student Success Services [LINK: /students/infoPages/detail/34/student-success-services] Overview of all Student Success Services Save Discontinuance and Reapplying [LINK: /students/infoPages/detail/53/discontinuance-and-reapplying] definition of discontinuance and reapplying Save"
https://successportal.collegec.on.ca/students/Resources/Topic/40,1,"definition of discontinuance and reapplying Save Who is the Placement Officer/Contact for my program? [LINK: /students/infoPages/detail/24/who-is-placement-officer-conta] Alphabetical list of programs with assigned Placement Officer Save Health & Life Sciences Resume, Chronological Style, Sample #1 [LINK: /students/docs/detail/308?filename=PSW-Resume.pdf] A strong resume is key to landing interviews. This chronological style resume for a student or new graduate seeking employment in the health and life sciences sector is an example of how to present skills and experience with confidence and clarity. Save WIL Nurse Support Program Contacts [LINK: /students/infoPages/detail/27/wil-nurse-support-program-cont] WIL Nurse Support Program Contacts Save Part-Time Job Resume Sample [LINK: /students/docs/detail/67?filename=Part-Time-Resume-Sample-Aug23.pdf] A sample resume appropriate for a student seeking part-time employment. For more resume examples, visit our ‘Resume Samples’ topic area."
https://successportal.collegec.on.ca/students/Resources/Topic/40,2,"A sample resume appropriate for a student seeking part-time employment. For more resume examples, visit our ‘Resume Samples’ topic area. Save Chronological Resume Sample [LINK: /students/docs/detail/70?filename=Chronological-Sample-Resume-July23-%281%29.pdf] A sample resume using the chronological resume format. For more resume examples, visit our ‘Resume Samples’ topic area. Save How to create a resume on VMock (overview) [LINK: /students/videos/detail/35/how-to-create-resume-on-vmock-] Learn how to use templates found on VMock to create a resume. Save 1 2 3 4 5 6 7 8 9 10 Show 10 Show 20 Show 30 Show 50 Show 100 Show All (428) Saved Feedback Filter by Topics Must be in all topics Academic Accommodation Academic Standing Active Studying Admission advising Airport Algebra Apprenticeships Banking Calculator Calculus Career Career Assessment Career Pathways Career Planning Circuits co-op co-op work permit common errors Communications convert Courses Cover Letter Data Analysis Decimals"
https://successportal.collegec.on.ca/students/Resources/Topic/40,3,"Data Analysis Decimals derivatives Determinants Differential Equations differentiation domain and range Drivers Licence Educational Planning Electrical Theory ELEVATORPITCH Equity, Diversity and Inclusion Exponents FAQ Fractions Functions Geometry Getting Organized Grades Graduate Job Search Group Work Growth Mindset Health Care Help Housing HS Trax HSTrax Hypothesis Testing Identification immigration Instructional Plan Integrals Integrations international international registration portal International Student International student advising Interview IRCC Job Fair Job Search limits Linear Algebra LinkedIn Logarithms Long Division Math Anxiety Math Basics Math Content Math Success Math Technology Math Terminology matrices Mental Health Mobile Phone Services Networking Note-taking Online Learning Order of Operations Percent PGWP eligibility Photo ID Placement Planner police check Portfolio post-graduation work permit Probability program program length Reading Skills Registration"
https://successportal.collegec.on.ca/students/Resources/Topic/40,4,Reading Skills Registration resource Resume Resources Resume Samples Roots Safe Arrival and Quarantine Services Settlement significant digits SIN Social Insurance Number SSA Resources Statistics Student Job Search student success Study Permit Study Skills systems of equations Task Breakdown Tech Test-Taking Time Management Trades Math Transition Transition support Transportation Trig Identities Trigonometry Tuition & Fees Understanding Outcomes upload Vectors VMock Volunteering WIL WIL requirements Word Problems work eligibility Work Integrated Learning work permit × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/Resources/Topic/44,0,"Search Resources My saved items [LINK: /students/bookmarks?entityTypes=faq&entityTypes=infopage&entityTypes=document&entityTypes=video&entityTypes=link] Keywords Search Resources Relevance Newest Title Student Success Colouring Book [LINK: /students/docs/detail/310?filename=Student-Success-Colouring-Book_DIGITAL.pdf] Colouring book Save Creative Industries Resume, Chronological Style [LINK: /students/docs/detail/309?filename=Graphic-Design-Resume.pdf] A strong resume is key to landing interviews. This chronological style resume for a student or new grad seeking employment in the creative industries is an example of how to present skills and experience with confidence and clarity. Save Student Success Services [LINK: /students/infoPages/detail/34/student-success-services] Overview of all Student Success Services Save Discontinuance and Reapplying [LINK: /students/infoPages/detail/53/discontinuance-and-reapplying] definition of discontinuance and reapplying Save"
https://successportal.collegec.on.ca/students/Resources/Topic/44,1,"definition of discontinuance and reapplying Save Who is the Placement Officer/Contact for my program? [LINK: /students/infoPages/detail/24/who-is-placement-officer-conta] Alphabetical list of programs with assigned Placement Officer Save Health & Life Sciences Resume, Chronological Style, Sample #1 [LINK: /students/docs/detail/308?filename=PSW-Resume.pdf] A strong resume is key to landing interviews. This chronological style resume for a student or new graduate seeking employment in the health and life sciences sector is an example of how to present skills and experience with confidence and clarity. Save WIL Nurse Support Program Contacts [LINK: /students/infoPages/detail/27/wil-nurse-support-program-cont] WIL Nurse Support Program Contacts Save Part-Time Job Resume Sample [LINK: /students/docs/detail/67?filename=Part-Time-Resume-Sample-Aug23.pdf] A sample resume appropriate for a student seeking part-time employment. For more resume examples, visit our ‘Resume Samples’ topic area."
https://successportal.collegec.on.ca/students/Resources/Topic/44,2,"A sample resume appropriate for a student seeking part-time employment. For more resume examples, visit our ‘Resume Samples’ topic area. Save Chronological Resume Sample [LINK: /students/docs/detail/70?filename=Chronological-Sample-Resume-July23-%281%29.pdf] A sample resume using the chronological resume format. For more resume examples, visit our ‘Resume Samples’ topic area. Save How to create a resume on VMock (overview) [LINK: /students/videos/detail/35/how-to-create-resume-on-vmock-] Learn how to use templates found on VMock to create a resume. Save 1 2 3 4 5 6 7 8 9 10 Show 10 Show 20 Show 30 Show 50 Show 100 Show All (428) Saved Feedback Filter by Topics Must be in all topics Academic Accommodation Academic Standing Active Studying Admission advising Airport Algebra Apprenticeships Banking Calculator Calculus Career Career Assessment Career Pathways Career Planning Circuits co-op co-op work permit common errors Communications convert Courses Cover Letter Data Analysis Decimals"
https://successportal.collegec.on.ca/students/Resources/Topic/44,3,"Data Analysis Decimals derivatives Determinants Differential Equations differentiation domain and range Drivers Licence Educational Planning Electrical Theory ELEVATORPITCH Equity, Diversity and Inclusion Exponents FAQ Fractions Functions Geometry Getting Organized Grades Graduate Job Search Group Work Growth Mindset Health Care Help Housing HS Trax HSTrax Hypothesis Testing Identification immigration Instructional Plan Integrals Integrations international international registration portal International Student International student advising Interview IRCC Job Fair Job Search limits Linear Algebra LinkedIn Logarithms Long Division Math Anxiety Math Basics Math Content Math Success Math Technology Math Terminology matrices Mental Health Mobile Phone Services Networking Note-taking Online Learning Order of Operations Percent PGWP eligibility Photo ID Placement Planner police check Portfolio post-graduation work permit Probability program program length Reading Skills Registration"
https://successportal.collegec.on.ca/students/Resources/Topic/44,4,Reading Skills Registration resource Resume Resources Resume Samples Roots Safe Arrival and Quarantine Services Settlement significant digits SIN Social Insurance Number SSA Resources Statistics Student Job Search student success Study Permit Study Skills systems of equations Task Breakdown Tech Test-Taking Time Management Trades Math Transition Transition support Transportation Trig Identities Trigonometry Tuition & Fees Understanding Outcomes upload Vectors VMock Volunteering WIL WIL requirements Word Problems work eligibility Work Integrated Learning work permit × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/Resources/Topic/45,0,"Search Resources My saved items [LINK: /students/bookmarks?entityTypes=faq&entityTypes=infopage&entityTypes=document&entityTypes=video&entityTypes=link] Keywords Search Resources Relevance Newest Title Student Success Colouring Book [LINK: /students/docs/detail/310?filename=Student-Success-Colouring-Book_DIGITAL.pdf] Colouring book Save Creative Industries Resume, Chronological Style [LINK: /students/docs/detail/309?filename=Graphic-Design-Resume.pdf] A strong resume is key to landing interviews. This chronological style resume for a student or new grad seeking employment in the creative industries is an example of how to present skills and experience with confidence and clarity. Save Student Success Services [LINK: /students/infoPages/detail/34/student-success-services] Overview of all Student Success Services Save Discontinuance and Reapplying [LINK: /students/infoPages/detail/53/discontinuance-and-reapplying] definition of discontinuance and reapplying Save"
